Date,company,Open Price,High Price,Low Price,Close Price,No.of Shares,No. of Trades
21-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2629.6,2646.7,2583,2612.05,21786,218
18-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2594,2664.15,2574,2617.1,44801,655
17-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2587,2668.25,2568,2574.5,1630,259
16-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2561.5,2672.8,2550,2595.05,31339,810
14-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2531.45,2593.25,2521.55,2567.8,1542,276
11-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2468.95,2545.5,2467.9,2488.55,29122,466
10-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2551,2572.1,2496.05,2521.75,24073,464
09-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2510,2595,2510,2563.3,65847,609
08-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2589.8,2675,2500,2530.15,8774,1035
07-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2438,2568,2437.6,2546.45,42943,857
04-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2398.5,2420,2397.8,2414.55,10842,146
03-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2405,2425,2400.35,2413.5,1231,183
02-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2401,2414,2400,2401.8,1235,166
01-Aug-17,BAJAJ HOLDINGS & INVESTMENT LTD,2402,2422.75,2395,2412,1123,165
31-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2395,2433.9,2372.9,2406.05,2243,360
28-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2360,2389,2345.05,2366.65,1484,228
27-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2300,2374.7,2290.05,2358.3,13594,291
26-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2370,2370,2269,2318.7,1260,229
25-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2350,2352.1,2290,2294.85,843,217
24-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2368,2430,2325,2341.9,3476,650
21-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2252,2428,2252,2365.6,7454,974
20-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2240,2251.85,2230,2247.15,1940,209
19-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2218.6,2243,2210,2218.8,1847,109
18-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2227,2234,2213.5,2225.05,409,50
17-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2240.55,2240.55,2212.7,2215.45,188,39
14-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2196.8,2243.85,2190,2224.9,1403,175
13-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2175,2204.8,2168.35,2198.4,765,137
12-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2137.55,2165,2129.95,2157.7,756,117
11-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2147.05,2147.05,2110.55,2121.25,1882,108
10-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2158,2158,2110,2128,25110,170
07-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2137,2150.9,2120,2124,495,58
06-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2146.7,2175,2123,2154.85,2125,207
05-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2142.55,2159.95,2125,2146.7,1069,79
04-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2119.7,2135,2109.3,2117.85,1146,112
03-Jul-17,BAJAJ HOLDINGS & INVESTMENT LTD,2155,2155,2098.8,2111,639,94
30-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2109,2128.1,2100,2111.55,770,130
29-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2107.7,2110.6,2101,2101,56,15
28-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2100.3,2104.95,2095.05,2097.25,351,47
27-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2114,2119,2095.2,2098.25,1027,111
23-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2089,2129.6,2089,2113.55,767,103
22-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2148,2148,2100,2104.75,3204,226
21-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2117,2123,2105,2106.65,567,44
20-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2114.35,2121,2105,2117.85,1581,192
19-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2120,2125,2085,2095.95,889,114
16-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2110.95,2125,2082.5,2119.15,411,82
15-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2121,2125,2071.1,2092.25,1211,146
14-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2131.15,2132,2100.5,2119.35,344,50
13-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2136,2137,2100,2125.2,1397,132
12-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2121,2129,2100,2122.15,459,76
09-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2135,2135,2091,2107.3,382,69
08-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2133.6,2137,2089.9,2130.7,475,110
07-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2101.35,2141,2086.6,2129.65,716,165
06-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2180,2180,2039.05,2064.05,4132,360
05-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2098.65,2101,2081.55,2096.05,93,21
02-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2087,2117.25,2079.95,2095.35,573,96
01-Jun-17,BAJAJ HOLDINGS & INVESTMENT LTD,2050,2075,2038,2066,289,43
31-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2049,2077.95,2049,2058.7,1157,87
30-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2038,2082,2038,2069.55,222,39
29-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2069,2071.65,2037.1,2058.75,343,61
26-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2100,2100,2050,2062.6,789,90
25-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2023,2073,2023,2057.85,377,81
24-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2049.6,2079.4,2020,2032.75,1465,85
23-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2064.4,2069.2,2048,2048.6,4056,187
22-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2164,2169,2080,2094.3,2253,357
19-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2205,2208.5,2150.5,2174.15,3066,254
18-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2243.9,2243.9,2175.35,2178.1,2686,166
17-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2235,2264.9,2201.45,2222.7,4160,348
16-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2205,2242.3,2200,2237.1,10216,296
15-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2188.35,2209.9,2184.5,2199.65,5834,166
12-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2164,2185,2160,2175.4,1188,167
11-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2136,2178,2136,2158.5,2101,162
10-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2139,2139,2115,2116.95,1058,136
09-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2080,2148,2080,2108.65,2288,235
08-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2078.6,2080.8,2056,2070.1,1717,164
05-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2104.5,2115,2061,2078.6,757,151
04-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2068.8,2113.6,2048,2098.05,1376,290
03-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2087.65,2087.65,2051,2070,1708,249
02-May-17,BAJAJ HOLDINGS & INVESTMENT LTD,2110,2128,2051,2057.75,3255,382
28-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2113.05,2132.55,2106,2109,1137,148
27-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2166.45,2166.45,2100.5,2113.55,653,159
26-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2164.45,2164.45,2135.2,2140.9,599,88
25-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2139.5,2183,2122,2163.35,2012,275
24-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2115,2150.1,2115,2144.3,533,107
21-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2106.6,2150,2100,2111.5,1884,228
20-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2107.65,2117.05,2090.85,2097.95,802,134
19-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2129.95,2147,2095,2097.15,1376,193
18-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2130,2165.25,2070,2113.35,1853,299
17-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2120.1,2150,2120,2122.1,749,101
13-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2111,2144.95,2111,2140.05,4066,376
12-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2185,2185,2110.05,2116.1,1438,203
11-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2140.05,2150,2121.25,2130.55,1316,165
10-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2133,2159.85,2127,2136.4,873,156
07-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2140.05,2156,2120.1,2128.2,1868,331
06-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2145.9,2147.65,2122,2127.3,1073,223
05-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2183.3,2195.05,2129,2146,1058,186
03-Apr-17,BAJAJ HOLDINGS & INVESTMENT LTD,2194.8,2198,2140,2165.1,4157,227
31-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2082,2195,2082,2171.6,1554,222
30-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2107.7,2137.45,2093.5,2127.1,8782,241
29-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2095.2,2109,2085,2100.35,1397,184
28-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2076,2128,2055,2105.2,2358,306
27-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2060,2070.55,2039,2059.45,1496,125
24-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2061,2065.25,2050,2053.55,2847,123
23-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2062.65,2065,2049.45,2057.3,2446,144
22-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2095,2095,2045,2052.95,1466,203
21-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2101.15,2119.9,2085,2098.45,1050,144
20-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2110,2129,2095,2114.2,451,73
17-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2112.55,2118.45,2088.3,2106.15,777,143
16-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2095,2120.95,2070,2102.55,863,202
15-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2071,2093.5,2071,2076,405,74
14-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2148,2150,2065.85,2080.65,1052,173
10-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2124.5,2125,2063.8,2073.05,696,119
09-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2100.05,2119.95,2100,2107.2,25317,62
08-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2130,2142,2104,2104.5,974,157
07-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2110,2127.6,2100,2125.5,689,78
06-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2100,2121,2073.65,2102.95,1625,128
03-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2095,2121,2072.25,2094.6,490,124
02-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2117,2120,2095.15,2104,834,146
01-Mar-17,BAJAJ HOLDINGS & INVESTMENT LTD,2070,2144,2066.05,2105.1,5452,624
28-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2050,2079.7,2040,2064.05,697,153
27-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2063,2080,2037.25,2062.85,816,123
23-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2040,2080,2040,2062.25,1180,164
22-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2025.8,2035,2025,2030.55,376,31
21-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2039.95,2040,2021.35,2025.5,442,53
20-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2037.95,2039.9,2020,2032.5,2935,237
17-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2065,2065,2021,2035.55,389,94
16-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2045,2074,2030.8,2053.95,691,93
15-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2025,2065,2020,2026.55,755,94
14-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2022.25,2033.5,2012.05,2027.2,1076,129
13-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2050,2054,2021,2036.5,853,105
10-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2055.05,2068.2,2040,2046.85,856,104
09-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2060,2079.75,2050.45,2062.75,1896,221
08-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2044.8,2085.5,2038,2051.2,1505,198
07-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2090,2097.95,2030,2034.8,1273,244
06-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2030,2094.7,2030,2081.9,3928,489
03-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2065,2095,2009.25,2022.95,2562,398
02-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2045,2065,2020,2058.6,1596,238
01-Feb-17,BAJAJ HOLDINGS & INVESTMENT LTD,2029.95,2053,1992.5,2037.5,3419,469
31-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1950,2009.95,1945,1999.3,5576,622
30-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1921,1943.7,1908.45,1935.85,1093,143
27-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1934,1948.7,1920,1928.4,2907,135
25-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1895,1935,1895,1927.4,914,164
24-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1884,1900,1870.8,1885.4,50891,124
23-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1885,1885,1875,1882.15,10792,52
20-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1887,1888,1872.4,1881.15,815,84
19-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1870.05,1909.5,1868,1884.35,906,153
18-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1905.6,1945,1885.05,1890,3623,227
17-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1900,1919,1893,1904.85,858,110
16-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1907,1907,1875,1890.5,493,83
13-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1894.25,1903.9,1894,1899.1,180,41
12-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1917,1920,1881,1893.75,412,116
11-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1920,1924.95,1900.1,1913.55,499,122
10-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1915,1919.95,1905,1908.9,587,126
09-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1890,1919.95,1890,1910.6,528,121
06-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1865,1890.05,1865,1884.7,20563,124
05-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1860,1870,1842.5,1859.1,1139,231
04-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1865,1880,1821.7,1834.55,1072,238
03-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1825,1874,1821.05,1840.15,1427,359
02-Jan-17,BAJAJ HOLDINGS & INVESTMENT LTD,1821,1833.95,1805,1824.65,458,98
31-Dec-18,BAJAJ STEEL LTD,312,325,312,319.65,2376,60
28-Dec-18,BAJAJ STEEL LTD,299.85,321,299.85,319.75,3787,68
27-Dec-18,BAJAJ STEEL LTD,305.05,306.1,297.05,299.75,1866,65
26-Dec-18,BAJAJ STEEL LTD,298,309,296,309,124,11
24-Dec-18,BAJAJ STEEL LTD,301.05,315,291.6,310.5,1310,35
21-Dec-18,BAJAJ STEEL LTD,329.9,329.9,305,306.15,998,38
20-Dec-18,BAJAJ STEEL LTD,295.1,318.95,295.1,313.25,1191,54
19-Dec-18,BAJAJ STEEL LTD,304,317,304,316.2,1538,56
18-Dec-18,BAJAJ STEEL LTD,303,309,299,303.55,1421,36
17-Dec-18,BAJAJ STEEL LTD,314.95,314.95,300,302.65,1140,47
14-Dec-18,BAJAJ STEEL LTD,308,309.8,295.2,299.5,1715,113
13-Dec-18,BAJAJ STEEL LTD,323,329,306,309.95,1686,83
12-Dec-18,BAJAJ STEEL LTD,312,324,300.1,321.1,3689,112
11-Dec-18,BAJAJ STEEL LTD,275,305.95,275,300.3,2140,101
10-Dec-18,BAJAJ STEEL LTD,286.3,286.95,274.5,279.75,6142,142
07-Dec-18,BAJAJ STEEL LTD,295.1,315,286.3,292.3,3076,110
06-Dec-18,BAJAJ STEEL LTD,305,310.1,295.2,298.25,1639,77
05-Dec-18,BAJAJ STEEL LTD,304.5,319.95,295,305.2,5712,230
04-Dec-18,BAJAJ STEEL LTD,329.9,329.9,307.1,308.7,6841,221
03-Dec-18,BAJAJ STEEL LTD,338,347,323.3,325.45,3099,109
30-Nov-18,BAJAJ STEEL LTD,338.3,349.9,338,341.6,985,42
29-Nov-18,BAJAJ STEEL LTD,341,347.5,336,338.65,1186,54
28-Nov-18,BAJAJ STEEL LTD,364.7,364.7,339.8,340.5,3017,81
27-Nov-18,BAJAJ STEEL LTD,372,372,345,345.9,2539,95
26-Nov-18,BAJAJ STEEL LTD,344.05,367,343.7,360.7,6903,176
22-Nov-18,BAJAJ STEEL LTD,354,364.9,345.4,348.7,712,49
21-Nov-18,BAJAJ STEEL LTD,353,360,348,350.3,2192,73
20-Nov-18,BAJAJ STEEL LTD,374.95,374.95,342.1,355.95,3428,138
19-Nov-18,BAJAJ STEEL LTD,388.8,388.8,362.15,366.15,1804,93
16-Nov-18,BAJAJ STEEL LTD,390,393,365.1,370.25,4543,170
15-Nov-18,BAJAJ STEEL LTD,379.7,395.95,341.5,381.05,21749,577
14-Nov-18,BAJAJ STEEL LTD,375,396.6,345,368.95,22048,591
13-Nov-18,BAJAJ STEEL LTD,383.55,401,371,375.85,6282,215
12-Nov-18,BAJAJ STEEL LTD,430,448,376.15,383.55,25405,939
09-Nov-18,BAJAJ STEEL LTD,380,428.9,371,417.9,36822,1144
07-Nov-18,BAJAJ STEEL LTD,337.9,376,337.9,370.3,16821,418
06-Nov-18,BAJAJ STEEL LTD,348.5,348.5,309.15,334.55,8561,305
05-Nov-18,BAJAJ STEEL LTD,326,330,314,314.1,2240,60
02-Nov-18,BAJAJ STEEL LTD,342.4,347.9,311,325.9,33769,651
01-Nov-18,BAJAJ STEEL LTD,316.25,316.25,316.25,316.25,4788,60
31-Oct-18,BAJAJ STEEL LTD,258.85,270,248.2,263.55,2844,89
30-Oct-18,BAJAJ STEEL LTD,266.85,266.85,258,258.85,1139,22
29-Oct-18,BAJAJ STEEL LTD,230,242.3,230,241.55,454,16
26-Oct-18,BAJAJ STEEL LTD,251.7,251.7,231.3,236.85,529,20
25-Oct-18,BAJAJ STEEL LTD,251.95,251.95,240,242.7,119,10
24-Oct-18,BAJAJ STEEL LTD,245.95,245.95,244.95,245,1073,19
23-Oct-18,BAJAJ STEEL LTD,246.4,250,238,238.5,427,17
22-Oct-18,BAJAJ STEEL LTD,249.9,259.95,244,248.95,1955,43
19-Oct-18,BAJAJ STEEL LTD,260,260,245.4,249.6,138,8
17-Oct-18,BAJAJ STEEL LTD,251.75,265,251.75,252.4,507,14
16-Oct-18,BAJAJ STEEL LTD,259.7,269.7,250.15,255.1,1052,35
15-Oct-18,BAJAJ STEEL LTD,248.05,255.9,246.05,251.15,904,19
12-Oct-18,BAJAJ STEEL LTD,245,254.75,245,248.6,391,15
11-Oct-18,BAJAJ STEEL LTD,239,245,216.5,244.85,2651,15
10-Oct-18,BAJAJ STEEL LTD,227,251.95,225,242.5,2336,54
09-Oct-18,BAJAJ STEEL LTD,249.8,249.8,226.2,229.15,881,35
08-Oct-18,BAJAJ STEEL LTD,237,245,232,236.1,1642,32
05-Oct-18,BAJAJ STEEL LTD,259.5,259.5,243,245.25,542,24
04-Oct-18,BAJAJ STEEL LTD,235,255,231.15,248.75,4790,65
03-Oct-18,BAJAJ STEEL LTD,241.1,263,236.1,244.55,3041,68
01-Oct-18,BAJAJ STEEL LTD,245,259.5,242.05,247.8,5116,86
28-Sep-18,BAJAJ STEEL LTD,285.05,285.05,249,260.2,2718,100
27-Sep-18,BAJAJ STEEL LTD,300,300,285.55,289.85,1643,56
26-Sep-18,BAJAJ STEEL LTD,299.7,303.3,283.05,302.55,7064,105
25-Sep-18,BAJAJ STEEL LTD,267,293.4,265,287.95,5641,90
24-Sep-18,BAJAJ STEEL LTD,290,306,275.1,278.25,24921,208
21-Sep-18,BAJAJ STEEL LTD,261,295,259,286.5,38262,412
19-Sep-18,BAJAJ STEEL LTD,241.5,266,240.05,258.7,24040,131
18-Sep-18,BAJAJ STEEL LTD,240.35,254.7,240.35,247.05,827,17
17-Sep-18,BAJAJ STEEL LTD,242,250,235.2,245,643,16
14-Sep-18,BAJAJ STEEL LTD,234,240,233.6,238.2,1261,10
12-Sep-18,BAJAJ STEEL LTD,243.05,246,239.45,239.45,652,12
11-Sep-18,BAJAJ STEEL LTD,249.9,252,234,244.35,1121,31
10-Sep-18,BAJAJ STEEL LTD,250,250,236,236,405,5
07-Sep-18,BAJAJ STEEL LTD,241.8,244.9,240,242.65,540,11
06-Sep-18,BAJAJ STEEL LTD,239,241.8,235,241.8,127,10
05-Sep-18,BAJAJ STEEL LTD,239,239,234,239,904,24
04-Sep-18,BAJAJ STEEL LTD,226.3,248,226.3,243,4803,51
03-Sep-18,BAJAJ STEEL LTD,238,241.9,230,236,560,14
31-Aug-18,BAJAJ STEEL LTD,229,238,229,235.8,2114,26
30-Aug-18,BAJAJ STEEL LTD,228.2,231.35,228,229,627,14
29-Aug-18,BAJAJ STEEL LTD,226.6,237,226.45,237,1031,27
28-Aug-18,BAJAJ STEEL LTD,235,238.9,230.3,231,361,13
27-Aug-18,BAJAJ STEEL LTD,239,239,225.3,230.05,1410,24
24-Aug-18,BAJAJ STEEL LTD,235,237,231.05,236.35,6190,19
23-Aug-18,BAJAJ STEEL LTD,225,231,225,229.1,553,12
21-Aug-18,BAJAJ STEEL LTD,233,234,224.1,234,1081,22
20-Aug-18,BAJAJ STEEL LTD,241.5,241.5,233,233.9,460,18
17-Aug-18,BAJAJ STEEL LTD,247.4,247.4,238.5,241.5,907,16
16-Aug-18,BAJAJ STEEL LTD,222,247.95,220,241.85,14591,148
14-Aug-18,BAJAJ STEEL LTD,234,234,222,224.55,1525,44
13-Aug-18,BAJAJ STEEL LTD,230,244.95,211,233,35628,315
10-Aug-18,BAJAJ STEEL LTD,260.5,264,248.1,254.95,5631,137
09-Aug-18,BAJAJ STEEL LTD,256,264,253,258.5,4718,86
08-Aug-18,BAJAJ STEEL LTD,250,263.8,221.05,256.6,8751,150
07-Aug-18,BAJAJ STEEL LTD,252.5,252.5,235.05,239.4,700,31
06-Aug-18,BAJAJ STEEL LTD,245.35,254,244.4,245,3537,72
03-Aug-18,BAJAJ STEEL LTD,220.2,247.4,219.95,245.35,7664,96
02-Aug-18,BAJAJ STEEL LTD,218,231.8,216.1,220.2,258,11
01-Aug-18,BAJAJ STEEL LTD,227,231.1,223.05,229,865,23
31-Jul-18,BAJAJ STEEL LTD,238.85,238.85,211,230.95,1409,50
30-Jul-18,BAJAJ STEEL LTD,220,230,205,226.55,5039,96
27-Jul-18,BAJAJ STEEL LTD,212,220,209.05,215.95,1616,27
26-Jul-18,BAJAJ STEEL LTD,210,214,208,209.15,54,6
25-Jul-18,BAJAJ STEEL LTD,211,214,210,211.15,203,6
24-Jul-18,BAJAJ STEEL LTD,204.6,212.45,204.6,212.45,101,2
23-Jul-18,BAJAJ STEEL LTD,220,220,203,204.05,172,11
20-Jul-18,BAJAJ STEEL LTD,200.05,212.5,200.05,212.5,14,6
19-Jul-18,BAJAJ STEEL LTD,199.15,209.7,199.15,208.6,964,21
18-Jul-18,BAJAJ STEEL LTD,210,212,202.05,205.05,436,10
17-Jul-18,BAJAJ STEEL LTD,215,215,210.2,215,165,5
16-Jul-18,BAJAJ STEEL LTD,230.5,233.95,210,215,2488,38
13-Jul-18,BAJAJ STEEL LTD,205,223.7,201,222.05,3773,66
12-Jul-18,BAJAJ STEEL LTD,210,210,195.6,203,2561,54
11-Jul-18,BAJAJ STEEL LTD,210,210,208,210,160,4
10-Jul-18,BAJAJ STEEL LTD,210,220,205.6,208.8,1766,39
09-Jul-18,BAJAJ STEEL LTD,212,223,205.5,215.85,3196,41
06-Jul-18,BAJAJ STEEL LTD,212.6,212.6,204.75,206.15,20,3
05-Jul-18,BAJAJ STEEL LTD,218,218,210,212.6,252,12
04-Jul-18,BAJAJ STEEL LTD,200,225.9,200,215.45,4412,73
03-Jul-18,BAJAJ STEEL LTD,193,217.05,193,206.3,1445,38
02-Jul-18,BAJAJ STEEL LTD,192.5,202,192.5,201.3,958,12
29-Jun-18,BAJAJ STEEL LTD,192.4,200,192.4,200,197,6
28-Jun-18,BAJAJ STEEL LTD,189,207.45,185.05,192.1,532,19
27-Jun-18,BAJAJ STEEL LTD,195.05,207.75,191.3,202.7,109,7
26-Jun-18,BAJAJ STEEL LTD,219.6,219.6,181,200,62,19
25-Jun-18,BAJAJ STEEL LTD,200.1,209.9,198,198.4,380,12
22-Jun-18,BAJAJ STEEL LTD,210,210,208,208,150,7
21-Jun-18,BAJAJ STEEL LTD,201.1,211.95,201.1,208.05,783,19
20-Jun-18,BAJAJ STEEL LTD,207.8,208.95,198,202.15,1126,14
19-Jun-18,BAJAJ STEEL LTD,197.5,197.5,196.2,196.2,61,7
18-Jun-18,BAJAJ STEEL LTD,218.6,218.6,195,205.1,4037,12
15-Jun-18,BAJAJ STEEL LTD,212.7,212.7,202,209.8,244,13
14-Jun-18,BAJAJ STEEL LTD,205,208,204.5,205.6,629,10
13-Jun-18,BAJAJ STEEL LTD,216,216,204.4,208,1851,29
12-Jun-18,BAJAJ STEEL LTD,206.1,215,205.25,211.9,618,11
11-Jun-18,BAJAJ STEEL LTD,204.05,205.15,204.05,205.15,299,4
08-Jun-18,BAJAJ STEEL LTD,211,211,204.05,204.05,103,4
07-Jun-18,BAJAJ STEEL LTD,196.05,215,196.05,211.9,2805,57
